,utterance,speaker,dialogue_act,text,dialogue_id,level
46dialogues/2AiL08.cha,45.0,interviewer,general_other_question,and hmm  what do you like to do in your free time ?,2AiL08.cha,2.0
47dialogues/2AiL08.cha,46.0,interviewer,statement,you say you watch tv and  /.,2AiL08.cha,2.0
48dialogues/2AiL08.cha,47.0,participant,statement,hmm   foot ball .,2AiL08.cha,2.0
49dialogues/2AiL08.cha,48.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
50dialogues/2AiL08.cha,49.0,participant,statement,in the school ay nos in the Reyes_Católicos school .,2AiL08.cha,2.0
51dialogues/2AiL08.cha,50.0,interviewer,statement,oh I see ok .,2AiL08.cha,2.0
52dialogues/2AiL08.cha,51.0,interviewer,general_other_question,and hmm in   the week end what did you do last week end ?,2AiL08.cha,2.0
53dialogues/2AiL08.cha,52.0,participant,signal_non_understanding,hmm .,2AiL08.cha,2.0
54dialogues/2AiL08.cha,53.0,interviewer,statement,“last week end” “Saturday and Sunday” .,2AiL08.cha,2.0
55dialogues/2AiL08.cha,54.0,participant,backchannel_acknowledge,ah !,2AiL08.cha,2.0
56dialogues/2AiL08.cha,55.0,interviewer,general_other_question,last Saturday and Sunday did you play foot ball ?,2AiL08.cha,2.0
57dialogues/2AiL08.cha,56.0,participant,yes_answers,yes .,2AiL08.cha,2.0
58dialogues/2AiL08.cha,57.0,interviewer,backchannel_question,yes ?,2AiL08.cha,2.0
59dialogues/2AiL08.cha,58.0,participant,repeat_phrase,yes hmm my friends .,2AiL08.cha,2.0
60dialogues/2AiL08.cha,59.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
61dialogues/2AiL08.cha,60.0,participant,statement,I'm  playing foot ball and  ...,2AiL08.cha,2.0
62dialogues/2AiL08.cha,61.0,interviewer,spanish,,2AiL08.cha,2.0
63dialogues/2AiL08.cha,62.0,participant,spanish,,2AiL08.cha,2.0
64dialogues/2AiL08.cha,63.0,interviewer,spanish,,2AiL08.cha,2.0
65dialogues/2AiL08.cha,64.0,participant,spanish,,2AiL08.cha,2.0
66dialogues/2AiL08.cha,65.0,interviewer,general_other_question,  did you win ?,2AiL08.cha,2.0
67dialogues/2AiL08.cha,66.0,participant,signal_non_understanding, .,2AiL08.cha,2.0
68dialogues/2AiL08.cha,67.0,interviewer,spanish,,2AiL08.cha,2.0
69dialogues/2AiL08.cha,68.0,participant,spanish,,2AiL08.cha,2.0
70dialogues/2AiL08.cha,69.0,interviewer,statement,oh I see .,2AiL08.cha,2.0
71dialogues/2AiL08.cha,70.0,interviewer,statement,now hmm Eric your name is Eric .,2AiL08.cha,2.0
72dialogues/2AiL08.cha,71.0,participant,yes_answers,yes .,2AiL08.cha,2.0
73dialogues/2AiL08.cha,72.0,interviewer,general_other_question,let's talk about your family ok ?,2AiL08.cha,2.0
74dialogues/2AiL08.cha,73.0,interviewer,spanish,,2AiL08.cha,2.0
75dialogues/2AiL08.cha,74.0,participant,statement,hmm my mother  ...,2AiL08.cha,2.0
76dialogues/2AiL08.cha,75.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
77dialogues/2AiL08.cha,76.0,participant,statement," , her name is Silvia .",2AiL08.cha,2.0
78dialogues/2AiL08.cha,77.0,participant,statement,my father's names is Alvit .,2AiL08.cha,2.0
79dialogues/2AiL08.cha,78.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
80dialogues/2AiL08.cha,79.0,participant,statement,and  sister names  is Patricia .,2AiL08.cha,2.0
81dialogues/2AiL08.cha,80.0,interviewer,statement,oh I see .,2AiL08.cha,2.0
82dialogues/2AiL08.cha,81.0,interviewer,general_other_question,and how old is she Patricia ?,2AiL08.cha,2.0
83dialogues/2AiL08.cha,82.0,participant,statement,hmm nine .,2AiL08.cha,2.0
84dialogues/2AiL08.cha,83.0,interviewer,statement,nine .,2AiL08.cha,2.0
85dialogues/2AiL08.cha,84.0,interviewer,statement,so you are older .,2AiL08.cha,2.0
86dialogues/2AiL08.cha,85.0,participant,signal_non_understanding, .,2AiL08.cha,2.0
87dialogues/2AiL08.cha,86.0,interviewer,spanish,,2AiL08.cha,2.0
88dialogues/2AiL08.cha,87.0,participant,yes_answers,yes .,2AiL08.cha,2.0
89dialogues/2AiL08.cha,88.0,interviewer,wh_question,and which language do you speak with your mother ?,2AiL08.cha,2.0
90dialogues/2AiL08.cha,89.0,participant,statement,Spanish .,2AiL08.cha,2.0
91dialogues/2AiL08.cha,90.0,interviewer,general_other_question,and with your father ?,2AiL08.cha,2.0
92dialogues/2AiL08.cha,91.0,participant,statement,Spanish .,2AiL08.cha,2.0
93dialogues/2AiL08.cha,92.0,interviewer,general_other_question,and with Patricia ?,2AiL08.cha,2.0
94dialogues/2AiL08.cha,93.0,participant,statement,Spanish .,2AiL08.cha,2.0
95dialogues/2AiL08.cha,94.0,interviewer,wh_question,ok where do you live Eric ?,2AiL08.cha,2.0
96dialogues/2AiL08.cha,95.0,participant,signal_non_understanding, .,2AiL08.cha,2.0
97dialogues/2AiL08.cha,96.0,interviewer,wh_question,which street do you live ?,2AiL08.cha,2.0
98dialogues/2AiL08.cha,97.0,participant,statement,in street .,2AiL08.cha,2.0
99dialogues/2AiL08.cha,98.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
100dialogues/2AiL08.cha,99.0,participant,statement,hmm one   sí@s ninety eight .,2AiL08.cha,2.0
101dialogues/2AiL08.cha,100.0,interviewer,general_other_question,ok and how many people live in your house ?,2AiL08.cha,2.0
102dialogues/2AiL08.cha,101.0,participant,statement,  i ja sta .,2AiL08.cha,2.0
103dialogues/2AiL08.cha,102.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL08.cha,2.0
104dialogues/2AiL08.cha,103.0,interviewer,general_other_question,ok and   how many bed rooms are there in your house ?,2AiL08.cha,2.0
105dialogues/2AiL08.cha,104.0,participant,statement,three .,2AiL08.cha,2.0
106dialogues/2AiL08.cha,105.0,interviewer,repeat_phrase,"three one for you, for your sister and your mother ok .",2AiL08.cha,2.0
107dialogues/2AiL08.cha,106.0,interviewer,statement,now tell me about your bed room .,2AiL08.cha,2.0
108dialogues/2AiL08.cha,107.0,participant,yes_answers,hmm yes .,2AiL08.cha,2.0
109dialogues/2AiL08.cha,108.0,interviewer,wh_question,what do you have in your bed room ?,2AiL08.cha,2.0
110dialogues/2AiL08.cha,109.0,participant,statement,"hmm a bed, hmm a radio .",2AiL08.cha,2.0
111dialogues/2AiL08.cha,110.0,interviewer,response_acknowledgement,uhhuh ok .,2AiL08.cha,2.0
112dialogues/2AiL08.cha,111.0,interviewer,general_other_question,hmm now would you like to ask me some questions ?,2AiL08.cha,2.0
113dialogues/2AiL08.cha,112.0,participant,general_other_question,hmm  your name ?,2AiL08.cha,2.0
114dialogues/2AiL08.cha,113.0,interviewer,statement,my name's .,2AiL08.cha,2.0
115dialogues/2AiL08.cha,114.0,participant,general_other_question,and the names  your mother ?,2AiL08.cha,2.0
116dialogues/2AiL08.cha,115.0,interviewer,statement,Gemma .,2AiL08.cha,2.0
117dialogues/2AiL08.cha,116.0,participant,general_other_question,and your father ?,2AiL08.cha,2.0
118dialogues/2AiL08.cha,117.0,interviewer,statement,Josep .,2AiL08.cha,2.0
119dialogues/2AiL08.cha,118.0,participant,general_other_question,and how many sisters ?,2AiL08.cha,2.0
120dialogues/2AiL08.cha,119.0,interviewer,statement,I have one sister Olga and two brothers Jordi and Xavier .,2AiL08.cha,2.0
121dialogues/2AiL08.cha,120.0,participant,general_other_question,hmm    hmm how   old ?,2AiL08.cha,2.0
122dialogues/2AiL08.cha,121.0,interviewer,statement,uhhuh hmm Jordi is thirty five and Xavier the youngest is hmm twenty nine .,2AiL08.cha,2.0
123dialogues/2AiL08.cha,122.0,participant,general_other_question,and Olga ?,2AiL08.cha,2.0
124dialogues/2AiL08.cha,123.0,interviewer,statement,"Olga is one year younger than me   she is thirty two, I'm thirty three .",2AiL08.cha,2.0
125dialogues/2AiL08.cha,124.0,interviewer,statement,and  are  ...,2AiL08.cha,2.0
126dialogues/2AiL08.cha,125.0,participant,statement,   you   hmm I twelve .,2AiL08.cha,2.0
1dialogues/2AiL45.cha,0.0,interviewer,statement,so you said you are thirteen  ...,2AiL45.cha,2.0
2dialogues/2AiL45.cha,1.0,participant,yes_answers,yes .,2AiL45.cha,2.0
3dialogues/2AiL45.cha,2.0,interviewer,statement," , years old ok .",2AiL45.cha,2.0
4dialogues/2AiL45.cha,3.0,interviewer,statement,and you went to last year .,2AiL45.cha,2.0
5dialogues/2AiL45.cha,4.0,interviewer,yes_no_question,do you like this ?,2AiL45.cha,2.0
6dialogues/2AiL45.cha,5.0,participant,yes_answers,yes .,2AiL45.cha,2.0
7dialogues/2AiL45.cha,6.0,interviewer,response_acknowledgement,yes ok .,2AiL45.cha,2.0
8dialogues/2AiL45.cha,7.0,interviewer,wh_question,and hmm what time did you come in the morning today ?,2AiL45.cha,2.0
9dialogues/2AiL45.cha,8.0,participant,statement,hmm  I come  hmm the    ...,2AiL45.cha,2.0
10dialogues/2AiL45.cha,9.0,interviewer,wh_question,what time ?,2AiL45.cha,2.0
11dialogues/2AiL45.cha,10.0,participant,statement," , seven o'clock .",2AiL45.cha,2.0
12dialogues/2AiL45.cha,11.0,interviewer,general_other_question,seven o'clock ?,2AiL45.cha,2.0
13dialogues/2AiL45.cha,12.0,interviewer,backchannel_question,really ?,2AiL45.cha,2.0
14dialogues/2AiL45.cha,13.0,participant,yes_answers,yes .,2AiL45.cha,2.0
15dialogues/2AiL45.cha,14.0,interviewer,statement,ah that's very early !,2AiL45.cha,2.0
16dialogues/2AiL45.cha,15.0,interviewer,wh_question,what did you do at seven o'clock ?,2AiL45.cha,2.0
17dialogues/2AiL45.cha,16.0,participant,statement,hmm  my dad  ...,2AiL45.cha,2.0
18dialogues/2AiL45.cha,17.0,interviewer,yes_answers,yes .,2AiL45.cha,2.0
19dialogues/2AiL45.cha,18.0,participant,statement," , is &=laugh my dad (..) hmm at   bed  at eight o'clock .",2AiL45.cha,2.0
20dialogues/2AiL45.cha,19.0,interviewer,yes_answers,yes .,2AiL45.cha,2.0
21dialogues/2AiL45.cha,20.0,participant,signal_non_understanding, .,2AiL45.cha,2.0
22dialogues/2AiL45.cha,21.0,interviewer,general_other_question,ok and how many brothers and sisters have you got ?,2AiL45.cha,2.0
23dialogues/2AiL45.cha,22.0,participant,statement,hmm one sister .,2AiL45.cha,2.0
24dialogues/2AiL45.cha,23.0,interviewer,statement,that's all .,2AiL45.cha,2.0
25dialogues/2AiL45.cha,24.0,participant,yes_answers,yes .,2AiL45.cha,2.0
26dialogues/2AiL45.cha,25.0,interviewer,general_other_question,is she older than you ?,2AiL45.cha,2.0
27dialogues/2AiL45.cha,26.0,participant,signal_non_understanding,.,2AiL45.cha,2.0
28dialogues/2AiL45.cha,27.0,interviewer,general_other_question,how old is sh e ?,2AiL45.cha,2.0
29dialogues/2AiL45.cha,28.0,participant,statement,hmm   hmm eight years  .,2AiL45.cha,2.0
30dialogues/2AiL45.cha,29.0,interviewer,statement,eight  .,2AiL45.cha,2.0
31dialogues/2AiL45.cha,30.0,interviewer,general_other_question,and hmm she goes to ?,2AiL45.cha,2.0
32dialogues/2AiL45.cha,31.0,participant,yes_answers,yes .,2AiL45.cha,2.0
33dialogues/2AiL45.cha,32.0,interviewer,response_acknowledgement,yes ok .,2AiL45.cha,2.0
34dialogues/2AiL45.cha,33.0,interviewer,wh_question,and which language do you speak at home ?,2AiL45.cha,2.0
35dialogues/2AiL45.cha,34.0,participant,signal_non_understanding, .,2AiL45.cha,2.0
36dialogues/2AiL45.cha,35.0,interviewer,general_other_question,"Catalan, Spanish ?",2AiL45.cha,2.0
37dialogues/2AiL45.cha,36.0,participant,statement,Spanish .,2AiL45.cha,2.0
38dialogues/2AiL45.cha,37.0,interviewer,statement,Spanish ok .,2AiL45.cha,2.0
39dialogues/2AiL45.cha,38.0,interviewer,wh_question,and hmm what do you like to do in your free time ?,2AiL45.cha,2.0
40dialogues/2AiL45.cha,39.0,interviewer,wh_question,what are your hobbies ?,2AiL45.cha,2.0
41dialogues/2AiL45.cha,40.0,interviewer,wh_question,what do you like to do ?,2AiL45.cha,2.0
42dialogues/2AiL45.cha,41.0,participant,statement,my hobbies hmm basket ball .,2AiL45.cha,2.0
43dialogues/2AiL45.cha,42.0,interviewer,backchannel_acknowledge,uhhuh .,2AiL45.cha,2.0
44dialogues/2AiL45.cha,43.0,interviewer,general_other_question,you play basket ball here at the school ?,2AiL45.cha,2.0
45dialogues/2AiL45.cha,44.0,participant,statement,no at the school no .,2AiL45.cha,2.0
46dialogues/2AiL45.cha,45.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
47dialogues/2AiL45.cha,46.0,participant,statement,and  to the cinema  ...,2AiL45.cha,2.0
48dialogues/2AiL45.cha,47.0,interviewer,yes_answers,yeah .,2AiL45.cha,2.0
49dialogues/2AiL45.cha,48.0,participant,statement," , and my friends .",2AiL45.cha,2.0
50dialogues/2AiL45.cha,49.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
51dialogues/2AiL45.cha,50.0,interviewer,general_other_question,and  did you do last week end ?,2AiL45.cha,2.0
52dialogues/2AiL45.cha,51.0,interviewer,yes_no_question,do you understand me ?,2AiL45.cha,2.0
53dialogues/2AiL45.cha,52.0,interviewer,wh_question,what did you do last week end “last Saturday and Sunday” what did you do ?,2AiL45.cha,2.0
54dialogues/2AiL45.cha,53.0,participant,statement,hmm go  to  .,2AiL45.cha,2.0
55dialogues/2AiL45.cha,54.0,interviewer,general_other_question,  to the cinema ?,2AiL45.cha,2.0
56dialogues/2AiL45.cha,55.0,participant,statement,yes and do the home works  .,2AiL45.cha,2.0
57dialogues/2AiL45.cha,56.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
58dialogues/2AiL45.cha,57.0,participant,statement,do the bono do  tv .,2AiL45.cha,2.0
59dialogues/2AiL45.cha,58.0,interviewer,statement,ok watch tv .,2AiL45.cha,2.0
60dialogues/2AiL45.cha,59.0,participant,spanish,,2AiL45.cha,2.0
61dialogues/2AiL45.cha,60.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
62dialogues/2AiL45.cha,61.0,interviewer,wh_question,and what will you do today when you finish ?,2AiL45.cha,2.0
63dialogues/2AiL45.cha,62.0,interviewer,wh_question,when you finish school today what will you do ?,2AiL45.cha,2.0
64dialogues/2AiL45.cha,63.0,participant,statement,hmm I'm go  to  home .,2AiL45.cha,2.0
65dialogues/2AiL45.cha,64.0,interviewer,yes_answers,yes .,2AiL45.cha,2.0
66dialogues/2AiL45.cha,65.0,participant,statement,and  I'm do the home work  ...,2AiL45.cha,2.0
67dialogues/2AiL45.cha,66.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
68dialogues/2AiL45.cha,67.0,participant,statement," , and   watch tv .",2AiL45.cha,2.0
69dialogues/2AiL45.cha,68.0,interviewer,statement,ok very good .,2AiL45.cha,2.0
70dialogues/2AiL45.cha,69.0,interviewer,statement,and hmm  you said you had a sister .,2AiL45.cha,2.0
71dialogues/2AiL45.cha,70.0,interviewer,yes_no_question,so do you sleep together in the same bed room at home ?,2AiL45.cha,2.0
72dialogues/2AiL45.cha,71.0,participant,signal_non_understanding, .,2AiL45.cha,2.0
73dialogues/2AiL45.cha,72.0,interviewer,yes_no_question,do you have a big  home ?,2AiL45.cha,2.0
74dialogues/2AiL45.cha,73.0,interviewer,yes_no_question,do you have a big apartment ?,2AiL45.cha,2.0
75dialogues/2AiL45.cha,74.0,participant,no_answers,no .,2AiL45.cha,2.0
76dialogues/2AiL45.cha,75.0,interviewer,no_answers,no .,2AiL45.cha,2.0
77dialogues/2AiL45.cha,76.0,interviewer,statement,a small one .,2AiL45.cha,2.0
78dialogues/2AiL45.cha,77.0,participant,statement,small one .,2AiL45.cha,2.0
79dialogues/2AiL45.cha,78.0,interviewer,declarative_yes_no_question,so your sister and you sleep together in the same bed room ?,2AiL45.cha,2.0
80dialogues/2AiL45.cha,79.0,participant,no_answers,no .,2AiL45.cha,2.0
81dialogues/2AiL45.cha,80.0,interviewer,backchannel_question,no ?,2AiL45.cha,2.0
82dialogues/2AiL45.cha,81.0,participant,repeat_phrase,no my sister    your  bed room .,2AiL45.cha,2.0
83dialogues/2AiL45.cha,82.0,interviewer,yes_answers,yes .,2AiL45.cha,2.0
84dialogues/2AiL45.cha,83.0,participant,statement,and me in my bed room .,2AiL45.cha,2.0
85dialogues/2AiL45.cha,84.0,interviewer,response_acknowledgement,ok .,2AiL45.cha,2.0
86dialogues/2AiL45.cha,85.0,interviewer,yes_no_question,and do you have one bed or two beds in your bed room ?,2AiL45.cha,2.0
87dialogues/2AiL45.cha,86.0,participant,statement,one bed .,2AiL45.cha,2.0
88dialogues/2AiL45.cha,87.0,interviewer,statement,one bed ok .,2AiL45.cha,2.0
89dialogues/2AiL45.cha,88.0,interviewer,general_other_question,and how many posters do you have in your bed room ?,2AiL45.cha,2.0
90dialogues/2AiL45.cha,89.0,participant,statement,hmm  .,2AiL45.cha,2.0
91dialogues/2AiL45.cha,90.0,interviewer,general_other_question,"three, four ?",2AiL45.cha,2.0
92dialogues/2AiL45.cha,91.0,participant,statement,I don't know .,2AiL45.cha,2.0
93dialogues/2AiL45.cha,92.0,interviewer,statement,you don't know .,2AiL45.cha,2.0
94dialogues/2AiL45.cha,93.0,interviewer,yes_no_question,do you have any poster ?,2AiL45.cha,2.0
95dialogues/2AiL45.cha,94.0,participant,yes_answers,yes .,2AiL45.cha,2.0
1dialogues/2AiL03.cha,0.0,interviewer,general_other_question,good how old are you ?,2AiL03.cha,2.0
2dialogues/2AiL03.cha,1.0,participant,statement,hmm   hmm twelve years old .,2AiL03.cha,2.0
3dialogues/2AiL03.cha,2.0,interviewer,general_other_question,good hmm do you like the school ?,2AiL03.cha,2.0
4dialogues/2AiL03.cha,3.0,participant,statement, yes .,2AiL03.cha,2.0
5dialogues/2AiL03.cha,4.0,interviewer,backchannel_question,yes ?,2AiL03.cha,2.0
6dialogues/2AiL03.cha,5.0,interviewer,wh_question,hmm why ?,2AiL03.cha,2.0
7dialogues/2AiL03.cha,6.0,interviewer,general_other_question,"because it's great fun, the teachers are nice,   you have many friends ?",2AiL03.cha,2.0
8dialogues/2AiL03.cha,7.0,participant,statement,many friends .,2AiL03.cha,2.0
9dialogues/2AiL03.cha,8.0,interviewer,statement,many friends ok .,2AiL03.cha,2.0
10dialogues/2AiL03.cha,9.0,interviewer,wh_question,what time did you arrive this morning ?,2AiL03.cha,2.0
11dialogues/2AiL03.cha,10.0,participant,statement,arrive .,2AiL03.cha,2.0
12dialogues/2AiL03.cha,11.0,interviewer,statement,arrive .,2AiL03.cha,2.0
13dialogues/2AiL03.cha,12.0,interviewer,general_other_question,hmm for example “what time did you come to school this morning” ?,2AiL03.cha,2.0
14dialogues/2AiL03.cha,13.0,participant,backchannel_acknowledge,ah !,2AiL03.cha,2.0
15dialogues/2AiL03.cha,14.0,participant,statement,    half past nine .,2AiL03.cha,2.0
16dialogues/2AiL03.cha,15.0,interviewer,statement,hmm   now it's   half past eight good .,2AiL03.cha,2.0
17dialogues/2AiL03.cha,16.0,interviewer,wh_question,and hmm what time will you leave ?,2AiL03.cha,2.0
18dialogues/2AiL03.cha,17.0,participant,signal_non_understanding, .,2AiL03.cha,2.0
19dialogues/2AiL03.cha,18.0,interviewer,general_other_question,?,2AiL03.cha,2.0
20dialogues/2AiL03.cha,19.0,participant,signal_non_understanding, .,2AiL03.cha,2.0
21dialogues/2AiL03.cha,20.0,interviewer,statement,hmm leave hmm .,2AiL03.cha,2.0
22dialogues/2AiL03.cha,21.0,participant,spanish,,2AiL03.cha,2.0
23dialogues/2AiL03.cha,22.0,interviewer,spanish,,2AiL03.cha,2.0
24dialogues/2AiL03.cha,23.0,interviewer,wh_question,what time will you leave school ?,2AiL03.cha,2.0
25dialogues/2AiL03.cha,24.0,participant,backchannel_acknowledge,ah !,2AiL03.cha,2.0
26dialogues/2AiL03.cha,25.0,participant,spanish,,2AiL03.cha,2.0
27dialogues/2AiL03.cha,26.0,interviewer,statement,uhhuh  thirty good .,2AiL03.cha,2.0
28dialogues/2AiL03.cha,27.0,interviewer,wh_question,and what will you do when you finish ?,2AiL03.cha,2.0
29dialogues/2AiL03.cha,28.0,interviewer,declarative_yes_no_question,"so you arrived at eight thirty, at one thirty you'll leave and then, es what will you do ?",2AiL03.cha,2.0
30dialogues/2AiL03.cha,29.0,participant,signal_non_understanding, .,2AiL03.cha,2.0
31dialogues/2AiL03.cha,30.0,interviewer,statement,I don't know &=laugh .,2AiL03.cha,2.0
32dialogues/2AiL03.cha,31.0,participant,spanish,,2AiL03.cha,2.0
33dialogues/2AiL03.cha,32.0,interviewer,general_other_question,at two o'clock you will ?,2AiL03.cha,2.0
34dialogues/2AiL03.cha,33.0,participant,statement,two o'clock  eat .,2AiL03.cha,2.0
35dialogues/2AiL03.cha,34.0,interviewer,general_other_question,good ok hmm now let's change a little bit the topic hmm  your free time what do you like to do ?,2AiL03.cha,2.0
36dialogues/2AiL03.cha,35.0,participant,statement,hmm swimming .,2AiL03.cha,2.0
37dialogues/2AiL03.cha,36.0,interviewer,statement,ah good .,2AiL03.cha,2.0
38dialogues/2AiL03.cha,37.0,participant,statement,circus .,2AiL03.cha,2.0
39dialogues/2AiL03.cha,38.0,interviewer,general_other_question,circus ?,2AiL03.cha,2.0
40dialogues/2AiL03.cha,39.0,interviewer,general_other_question,first swimming where ?,2AiL03.cha,2.0
41dialogues/2AiL03.cha,40.0,interviewer,statement,hmm you like swimming .,2AiL03.cha,2.0
42dialogues/2AiL03.cha,41.0,interviewer,wh_question,where do you swim ?,2AiL03.cha,2.0
43dialogues/2AiL03.cha,42.0,participant,statement,hmm where you swim  Piscines Sant_Jordi . ,2AiL03.cha,2.0
44dialogues/2AiL03.cha,43.0,interviewer,general_other_question,Piscines Sant_Jordi and hmm which styles do you swim ?,2AiL03.cha,2.0
45dialogues/2AiL03.cha,44.0,interviewer,yes_no_question,do you swim like this that's a breast stroke or like this a crawl ?,2AiL03.cha,2.0
46dialogues/2AiL03.cha,45.0,participant,spanish,,2AiL03.cha,2.0
47dialogues/2AiL03.cha,46.0,interviewer,statement,all styles good .,2AiL03.cha,2.0
48dialogues/2AiL03.cha,47.0,interviewer,yes_no_question,do you do competition ?,2AiL03.cha,2.0
49dialogues/2AiL03.cha,48.0,participant,no_answers,no .,2AiL03.cha,2.0
50dialogues/2AiL03.cha,49.0,interviewer,general_other_question,you would like to ?,2AiL03.cha,2.0
51dialogues/2AiL03.cha,50.0,participant,yes_answers,yes .,2AiL03.cha,2.0
52dialogues/2AiL03.cha,51.0,interviewer,general_other_question,good now the other hmm activity in your free time was circus ?,2AiL03.cha,2.0
53dialogues/2AiL03.cha,52.0,interviewer,wh_question,what does that mean ?,2AiL03.cha,2.0
54dialogues/2AiL03.cha,53.0,interviewer,general_other_question, with elephants ?,2AiL03.cha,2.0
55dialogues/2AiL03.cha,54.0,participant,no_answers,no !,2AiL03.cha,2.0
56dialogues/2AiL03.cha,55.0,participant,statement,. and final vowel elision /malabar(e)s .,2AiL03.cha,2.0
57dialogues/2AiL03.cha,56.0,interviewer,general_other_question,pardon ?,2AiL03.cha,2.0
58dialogues/2AiL03.cha,57.0,participant,spanish,,2AiL03.cha,2.0
59dialogues/2AiL03.cha,58.0,interviewer,wh_question,what's that ?,2AiL03.cha,2.0
60dialogues/2AiL03.cha,59.0,participant,spanish,,2AiL03.cha,2.0
61dialogues/2AiL03.cha,60.0,interviewer,backchannel_acknowledge,ah !,2AiL03.cha,2.0
62dialogues/2AiL03.cha,61.0,interviewer,statement,I see ah you have four or five balls .,2AiL03.cha,2.0
63dialogues/2AiL03.cha,62.0,participant,statement,three .,2AiL03.cha,2.0
64dialogues/2AiL03.cha,63.0,interviewer,repeat_phrase,three uhhuh “it's called juggle .,2AiL03.cha,2.0
65dialogues/2AiL03.cha,64.0,interviewer,statement,ah good that's difficult !,2AiL03.cha,2.0
66dialogues/2AiL03.cha,65.0,participant,statement,&s   yes . .,2AiL03.cha,2.0
67dialogues/2AiL03.cha,66.0,interviewer,general_other_question,and do they hit you on here sometimes or  ..?,2AiL03.cha,2.0
68dialogues/2AiL03.cha,67.0,participant,spanish,,2AiL03.cha,2.0
69dialogues/2AiL03.cha,68.0,interviewer,general_other_question,does it hurt ?,2AiL03.cha,2.0
70dialogues/2AiL03.cha,69.0,participant,signal_non_understanding, .,2AiL03.cha,2.0
71dialogues/2AiL03.cha,70.0,interviewer,spanish,,2AiL03.cha,2.0
72dialogues/2AiL03.cha,71.0,participant,no_answers,no . ,2AiL03.cha,2.0
73dialogues/2AiL03.cha,72.0,interviewer,general_other_question,ah ok hmm ok now hmm let's change a little bit what did you last week end ?,2AiL03.cha,2.0
74dialogues/2AiL03.cha,73.0,interviewer,general_other_question,Saturday and Sunday ?,2AiL03.cha,2.0
75dialogues/2AiL03.cha,74.0,participant,signal_non_understanding,ah .,2AiL03.cha,2.0
76dialogues/2AiL03.cha,75.0,interviewer,wh_question,what did you do last week end ?,2AiL03.cha,2.0
77dialogues/2AiL03.cha,76.0,participant,statement,hmm swimming .,2AiL03.cha,2.0
78dialogues/2AiL03.cha,77.0,interviewer,statement,swimming .,2AiL03.cha,2.0
79dialogues/2AiL03.cha,78.0,participant,statement, many things .,2AiL03.cha,2.0
80dialogues/2AiL03.cha,79.0,interviewer,statement,many things ok .,2AiL03.cha,2.0
81dialogues/2AiL03.cha,80.0,interviewer,statement,hmm let's talk about your family .,2AiL03.cha,2.0
82dialogues/2AiL03.cha,81.0,interviewer,general_other_question,how many brothers and sisters have you got ?,2AiL03.cha,2.0
83dialogues/2AiL03.cha,82.0,participant,statement,sisters  two sisters .,2AiL03.cha,2.0
84dialogues/2AiL03.cha,83.0,interviewer,statement,two sisters .,2AiL03.cha,2.0
85dialogues/2AiL03.cha,84.0,interviewer,wh_question,what are their names ?,2AiL03.cha,2.0
86dialogues/2AiL03.cha,85.0,participant,statement,hmm Virginia and Bárbara .,2AiL03.cha,2.0
87dialogues/2AiL03.cha,86.0,interviewer,general_other_question,and how old are they ?,2AiL03.cha,2.0
88dialogues/2AiL03.cha,87.0,participant,general_other_question,how old ?,2AiL03.cha,2.0
89dialogues/2AiL03.cha,88.0,participant,statement,hmm Virginia  sí seventeen  eight years old and Bárbara twenty one years old .,2AiL03.cha,2.0
90dialogues/2AiL03.cha,89.0,interviewer,statement,ah they're older than you .,2AiL03.cha,2.0
91dialogues/2AiL03.cha,90.0,participant,signal_non_understanding, .,2AiL03.cha,2.0
92dialogues/2AiL03.cha,91.0,interviewer,spanish,,2AiL03.cha,2.0
93dialogues/2AiL03.cha,92.0,participant,spanish,,2AiL03.cha,2.0
94dialogues/2AiL03.cha,93.0,interviewer,general_other_question,they like to swim also ?,2AiL03.cha,2.0
95dialogues/2AiL03.cha,94.0,participant,spanish,,2AiL03.cha,2.0
96dialogues/2AiL03.cha,95.0,interviewer,statement,no Bárbara and  ...,2AiL03.cha,2.0
97dialogues/2AiL03.cha,96.0,participant,no_answers,no .,2AiL03.cha,2.0
98dialogues/2AiL03.cha,97.0,interviewer,repeat_phrase,no they don't like to swim ok .,2AiL03.cha,2.0
99dialogues/2AiL03.cha,98.0,interviewer,wh_question,which language do you speak with Bárbara and Virginia ?,2AiL03.cha,2.0
100dialogues/2AiL03.cha,99.0,participant,general_other_question,?,2AiL03.cha,2.0
101dialogues/2AiL03.cha,100.0,interviewer,statement,no which language  /.,2AiL03.cha,2.0
102dialogues/2AiL03.cha,101.0,participant,backchannel_acknowledge,ah !,2AiL03.cha,2.0
